Place,District,Month,Season,Weekend,Weather,Visitor_Count_Level,Visitor_Type,Foreign_Tourists,Kids_Visitors,Senior_Citizens,Business_Activity
Shani Shingnapur,Ahmednagar,February,Winter,Yes,Pleasant,High,Couples,No,Medium,High,Low
Gateway of India,Mumbai,January,Winter,Yes,Cool,High,Students,Yes,Medium,Low,Low
Ellora Caves,Aurangabad,December,Winter,Yes,Cool,High,Solo Travelers,No,Medium,Medium,High
Ellora Caves,Aurangabad,February,Winter,Yes,Pleasant,High,Students,Yes,Medium,Low,Low
Daulatabad Fort,Aurangabad,March,Summer,No,Warm,Low,Families,No,Medium,High,High
Gateway of India,Mumbai,April,Summer,Yes,Humid,Medium,Solo Travelers,Yes,Medium,Low,Low
Matheran,Raigad,November,Post-Monsoon,No,Pleasant,Medium,Couples,No,Low,Low,Medium
Gateway of India,Mumbai,October,Post-Monsoon,No,Pleasant,Medium,Students,Yes,Low,Low,Medium
Shirdi,Ahmednagar,July,Monsoon,No,Rainy,Low,Solo Travelers,No,Low,Medium,High
Matheran,Raigad,August,Monsoon,No,Rainy,Low,Students,Yes,Low,Low,High
Ellora Caves,Aurangabad,September,Monsoon,Yes,Humid,Medium,Foreign Tourists,No,Medium,Low,Medium
Matheran,Raigad,March,Summer,Yes,Hot,Low,Families,No,High,Low,Low
Trimbakeshwar Temple,Nashik,October,Post-Monsoon,No,Clear,High,Foreign Tourists,No,Low,High,High
Ellora Caves,Aurangabad,January,Winter,Yes,Cool,High,Foreign Tourists,Yes,Medium,Low,High
Kaas Plateau,Satara,February,Winter,Yes,Pleasant,High,Families,No,Medium,Low,Low
Tarkarli Beach,Sindhudurg,January,Winter,Yes,Pleasant,High,Foreign Tourists,No,Medium,Low,Medium
Gateway of India,Mumbai,February,Winter,Yes,Cool,High,Students,Yes,Medium,Low,High
Shirdi,Ahmednagar,September,Monsoon,Yes,Rainy,Medium,Solo Travelers,No,Medium,High,High
Ajanta Caves,Aurangabad,November,Post-Monsoon,No,Pleasant,Medium,Couples,No,Low,Low,Medium
Kaas Plateau,Satara,February,Winter,Yes,Pleasant,High,Families,No,Medium,Low,Medium
Shirdi,Ahmednagar,March,Summer,No,Hot,Low,Couples,Yes,Medium,Low,Low
Tarkarli Beach,Sindhudurg,September,Monsoon,No,Humid,Low,Families,Yes,Low,High,High
Khandala,Pune,May,Summer,Yes,Humid,Medium,Foreign Tourists,No,High,Low,Low
Gateway of India,Mumbai,September,Monsoon,No,Rainy,Low,Solo Travelers,No,Low,Low,Low
Daulatabad Fort,Aurangabad,July,Monsoon,No,Humid,Low,Students,No,Low,Medium,Low
Kaas Plateau,Satara,November,Post-Monsoon,No,Pleasant,Medium,Foreign Tourists,No,Low,Low,Low
Aga Khan Palace,Pune,July,Monsoon,Yes,Humid,Low,Students,No,High,Low,Medium
Lonavala,Pune,May,Summer,Yes,Humid,Medium,Students,No,High,Low,Medium
Raigad Fort,Raigad,December,Winter,Yes,Pleasant,High,Solo Travelers,No,Medium,Low,Low
Aga Khan Palace,Pune,September,Monsoon,Yes,Rainy,Medium,Foreign Tourists,No,Medium,Low,Medium
Trimbakeshwar Temple,Nashik,August,Monsoon,Yes,Humid,Medium,Students,No,Medium,High,High
Raigad Fort,Raigad,April,Summer,No,Hot,Low,Couples,No,Medium,Low,Low
Sindhudurg Fort,Sindhudurg,March,Summer,Yes,Humid,Low,Families,No,High,Low,Low
Raigad Fort,Raigad,April,Summer,Yes,Warm,Medium,Students,No,High,Low,High
Panchgani,Satara,January,Winter,Yes,Pleasant,High,Couples,No,Medium,Low,High
Pratapgad Fort,Satara,September,Monsoon,No,Rainy,Low,Families,Yes,Low,Low,High
Kaas Plateau,Satara,February,Winter,No,Cool,Medium,Students,No,High,Low,Low
Khandala,Pune,June,Monsoon,No,Rainy,High,Couples,No,Low,Low,High
Tarkarli Beach,Sindhudurg,November,Post-Monsoon,Yes,Pleasant,High,Foreign Tourists,No,Medium,Low,Low
Daulatabad Fort,Aurangabad,February,Winter,No,Cool,Low,Solo Travelers,No,Low,Low,High
Panchgani,Satara,April,Summer,Yes,Hot,Medium,Families,No,High,Low,High
Pratapgad Fort,Satara,May,Summer,No,Humid,Low,Foreign Tourists,No,Low,Low,High
Aga Khan Palace,Pune,September,Monsoon,No,Humid,Low,Students,No,Medium,Low,Medium
Khandala,Pune,July,Monsoon,No,Humid,High,Families,Yes,Low,Low,High
Raigad Fort,Raigad,January,Winter,Yes,Cool,High,Couples,No,Medium,Low,High
Pratapgad Fort,Satara,February,Winter,No,Pleasant,Medium,Foreign Tourists,No,Low,Low,Medium
Ellora Caves,Aurangabad,July,Monsoon,Yes,Rainy,Medium,Solo Travelers,No,Low,Low,High
Aga Khan Palace,Pune,May,Summer,No,Humid,Low,Couples,Yes,High,Low,High
Elephanta Caves,Mumbai,May,Summer,Yes,Hot,Medium,Couples,Yes,High,Low,High
Raigad Fort,Raigad,April,Summer,No,Humid,Low,Families,No,High,Low,Low
Ellora Caves,Aurangabad,September,Monsoon,No,Rainy,Low,Families,No,Low,Medium,Low
Pratapgad Fort,Satara,May,Summer,Yes,Warm,Medium,Solo Travelers,No,High,Low,Low
Khandala,Pune,November,Post-Monsoon,No,Clear,Medium,Families,No,Low,Low,Low
Shirdi,Ahmednagar,March,Summer,No,Warm,Low,Families,Yes,Medium,High,Low
Shirdi,Ahmednagar,October,Post-Monsoon,Yes,Pleasant,High,Couples,No,Medium,Medium,Medium
Kaas Plateau,Satara,September,Monsoon,Yes,Humid,Medium,Families,No,Medium,Low,Medium
Panchgani,Satara,January,Winter,No,Cool,Medium,Solo Travelers,No,Low,Low,Low
Sindhudurg Fort,Sindhudurg,June,Monsoon,No,Rainy,Low,Foreign Tourists,No,Low,Low,High
Lonavala,Pune,July,Monsoon,Yes,Rainy,High,Solo Travelers,No,Medium,Low,High
Khandala,Pune,October,Post-Monsoon,No,Clear,Medium,Couples,No,Medium,Medium,Low
Daulatabad Fort,Aurangabad,April,Summer,Yes,Humid,Medium,Foreign Tourists,No,High,High,Low
Elephanta Caves,Mumbai,February,Winter,No,Pleasant,Medium,Families,No,Low,Low,High
Gateway of India,Mumbai,August,Monsoon,Yes,Rainy,Low,Families,No,Medium,Low,Medium
Aga Khan Palace,Pune,April,Summer,Yes,Hot,High,Families,Yes,High,Low,High
Khandala,Pune,September,Monsoon,Yes,Humid,High,Families,No,Medium,Low,Medium
Panchgani,Satara,March,Summer,Yes,Hot,Medium,Foreign Tourists,No,High,Low,High
Mahabaleshwar,Satara,May,Summer,Yes,Hot,Medium,Couples,No,High,Low,High
Khandala,Pune,July,Monsoon,Yes,Humid,High,Couples,Yes,Medium,Low,High
Gateway of India,Mumbai,October,Post-Monsoon,Yes,Clear,High,Families,Yes,Medium,Low,High
Raigad Fort,Raigad,April,Summer,No,Humid,Low,Students,No,Medium,Low,High
Lonavala,Pune,July,Monsoon,Yes,Rainy,High,Families,No,Medium,Low,High
Tarkarli Beach,Sindhudurg,March,Summer,Yes,Humid,Medium,Foreign Tourists,No,High,Low,High
Pratapgad Fort,Satara,August,Monsoon,No,Humid,Low,Foreign Tourists,No,Low,Low,Medium
Kaas Plateau,Satara,January,Winter,Yes,Cool,High,Families,No,Medium,Medium,Medium
Mahabaleshwar,Satara,May,Summer,Yes,Humid,Medium,Families,Yes,High,Low,High
Pratapgad Fort,Satara,December,Winter,No,Cool,Medium,Couples,Yes,Low,Low,Low
Matheran,Raigad,March,Summer,Yes,Humid,Medium,Solo Travelers,No,High,Low,Medium
Bhimashankar Temple,Pune,December,Winter,No,Cool,Medium,Families,No,Low,High,Low
Gateway of India,Mumbai,September,Monsoon,No,Rainy,Low,Couples,No,Low,Low,Low
Kaas Plateau,Satara,September,Monsoon,No,Humid,Low,Couples,No,Low,Medium,High
Khandala,Pune,September,Monsoon,Yes,Rainy,High,Students,Yes,High,Low,Low
Lonavala,Pune,June,Monsoon,Yes,Humid,Low,Families,Yes,Medium,Low,Low
Mahabaleshwar,Satara,July,Monsoon,Yes,Rainy,High,Foreign Tourists,No,Medium,Low,Low
Khandala,Pune,August,Monsoon,Yes,Humid,High,Solo Travelers,No,Medium,Low,High
Gateway of India,Mumbai,March,Summer,Yes,Hot,Medium,Solo Travelers,Yes,High,Low,Medium
Tarkarli Beach,Sindhudurg,December,Winter,No,Cool,Medium,Families,No,Low,Medium,Medium
Lonavala,Pune,August,Monsoon,No,Rainy,High,Solo Travelers,Yes,Low,Medium,Medium
Pratapgad Fort,Satara,July,Monsoon,No,Humid,Low,Couples,Yes,Low,Low,High
Tarkarli Beach,Sindhudurg,February,Winter,No,Pleasant,Medium,Students,Yes,Low,Low,High
Elephanta Caves,Mumbai,September,Monsoon,Yes,Rainy,Medium,Couples,No,Medium,Low,Low
Gateway of India,Mumbai,November,Post-Monsoon,Yes,Clear,High,Couples,Yes,Medium,Low,Medium
Tarkarli Beach,Sindhudurg,June,Monsoon,No,Rainy,Low,Foreign Tourists,No,High,Low,Medium
Mahabaleshwar,Satara,May,Summer,Yes,Warm,Medium,Solo Travelers,No,High,Low,Medium
Gateway of India,Mumbai,November,Post-Monsoon,Yes,Pleasant,High,Students,Yes,Low,Low,Low
Kaas Plateau,Satara,February,Winter,No,Cool,Medium,Solo Travelers,No,Low,Low,Medium
Bhimashankar Temple,Pune,March,Summer,No,Hot,Low,Students,No,Medium,High,Medium
Aga Khan Palace,Pune,October,Post-Monsoon,No,Clear,High,Solo Travelers,Yes,Low,Low,Medium
Khandala,Pune,September,Monsoon,No,Humid,Low,Students,No,Low,Low,High
Raigad Fort,Raigad,May,Summer,Yes,Warm,Medium,Solo Travelers,Yes,High,Low,Medium
Gateway of India,Mumbai,January,Winter,Yes,Cool,High,Families,Yes,Medium,Low,Medium
Raigad Fort,Raigad,July,Monsoon,No,Rainy,Medium,Students,No,Low,Low,Low
Gateway of India,Mumbai,June,Monsoon,Yes,Rainy,Medium,Couples,No,Medium,Low,Medium
Elephanta Caves,Mumbai,January,Winter,Yes,Cool,High,Foreign Tourists,Yes,Medium,Low,High
Ellora Caves,Aurangabad,June,Monsoon,Yes,Rainy,Medium,Solo Travelers,Yes,Medium,Low,Low
Trimbakeshwar Temple,Nashik,August,Monsoon,Yes,Humid,Medium,Solo Travelers,No,Low,High,Medium
Panchgani,Satara,January,Winter,No,Pleasant,Medium,Foreign Tourists,No,Low,Low,Medium
Gateway of India,Mumbai,March,Summer,No,Warm,Low,Solo Travelers,Yes,Medium,Low,Low
Elephanta Caves,Mumbai,December,Winter,No,Pleasant,Medium,Students,Yes,Low,Low,Low
Trimbakeshwar Temple,Nashik,May,Summer,Yes,Hot,Medium,Families,No,High,High,High
Ellora Caves,Aurangabad,March,Summer,No,Hot,Low,Students,Yes,Medium,Low,Low
Shani Shingnapur,Ahmednagar,June,Monsoon,No,Humid,High,Solo Travelers,No,Low,High,Low
Gateway of India,Mumbai,November,Post-Monsoon,Yes,Clear,High,Solo Travelers,Yes,Medium,Low,Low
Bhimashankar Temple,Pune,March,Summer,No,Humid,Low,Couples,No,Medium,High,Low
Shirdi,Ahmednagar,November,Post-Monsoon,No,Pleasant,High,Solo Travelers,No,High,High,High
Gateway of India,Mumbai,December,Winter,Yes,Cool,High,Foreign Tourists,Yes,Medium,High,Low
Daulatabad Fort,Aurangabad,January,Winter,No,Pleasant,Medium,Students,No,Low,Low,High
Matheran,Raigad,August,Monsoon,No,Humid,High,Students,No,Low,Low,High
Lonavala,Pune,August,Monsoon,No,Humid,High,Students,No,Low,Low,Medium
Trimbakeshwar Temple,Nashik,October,Post-Monsoon,Yes,Clear,High,Couples,No,Medium,High,Low
Matheran,Raigad,April,Summer,Yes,Hot,Medium,Couples,No,High,Low,High
Daulatabad Fort,Aurangabad,August,Monsoon,Yes,Rainy,Medium,Families,No,Medium,Low,Medium
Gateway of India,Mumbai,March,Summer,Yes,Hot,Medium,Families,Yes,High,Low,Low
Panchgani,Satara,June,Monsoon,Yes,Rainy,Medium,Foreign Tourists,No,Medium,Low,Low
Lonavala,Pune,December,Winter,Yes,Pleasant,High,Foreign Tourists,No,Medium,Low,Medium
Shani Shingnapur,Ahmednagar,August,Monsoon,No,Humid,Low,Students,No,Low,High,High
Kaas Plateau,Satara,June,Monsoon,No,Rainy,Low,Students,No,Low,Low,Medium
Tarkarli Beach,Sindhudurg,October,Post-Monsoon,No,Clear,High,Solo Travelers,No,Low,Low,Medium
Shani Shingnapur,Ahmednagar,April,Summer,No,Humid,Low,Families,Yes,Medium,Medium,High
Lonavala,Pune,July,Monsoon,Yes,Humid,High,Solo Travelers,No,Medium,Low,Low
Pratapgad Fort,Satara,September,Monsoon,No,Humid,Low,Solo Travelers,No,Low,Low,Medium
Gateway of India,Mumbai,April,Summer,No,Hot,Low,Students,Yes,Medium,Low,High
Mahabaleshwar,Satara,May,Summer,Yes,Humid,Medium,Foreign Tourists,No,High,Low,High
Pratapgad Fort,Satara,February,Winter,No,Cool,Medium,Families,No,Low,Low,High
Kaas Plateau,Satara,March,Summer,No,Humid,Low,Solo Travelers,No,High,Low,High
Ellora Caves,Aurangabad,October,Post-Monsoon,Yes,Pleasant,High,Solo Travelers,No,Medium,Low,High
Trimbakeshwar Temple,Nashik,July,Monsoon,Yes,Humid,Medium,Couples,Yes,Medium,Medium,Low
Trimbakeshwar Temple,Nashik,January,Winter,Yes,Cool,High,Students,No,Medium,Medium,High
Ellora Caves,Aurangabad,February,Winter,Yes,Pleasant,High,Students,Yes,Medium,Low,High
Tarkarli Beach,Sindhudurg,December,Winter,Yes,Cool,Medium,Couples,No,Medium,Low,Low
Shirdi,Ahmednagar,September,Monsoon,Yes,Humid,Low,Solo Travelers,No,Medium,Medium,High
Elephanta Caves,Mumbai,January,Winter,No,Pleasant,Medium,Foreign Tourists,No,Low,Low,Low
Khandala,Pune,February,Winter,Yes,Cool,High,Solo Travelers,No,Medium,Low,Medium
Ajanta Caves,Aurangabad,February,Winter,Yes,Pleasant,High,Solo Travelers,Yes,Low,Low,Medium
Khandala,Pune,May,Summer,Yes,Hot,Medium,Students,No,Medium,Low,Medium
Ellora Caves,Aurangabad,July,Monsoon,Yes,Rainy,Medium,Students,No,Medium,Low,Low
Tarkarli Beach,Sindhudurg,January,Winter,No,Cool,Medium,Couples,No,Low,Low,High
Trimbakeshwar Temple,Nashik,March,Summer,No,Hot,Low,Families,No,Medium,Low,High
Shirdi,Ahmednagar,January,Winter,Yes,Pleasant,Medium,Solo Travelers,No,Medium,High,Low
Pratapgad Fort,Satara,June,Monsoon,No,Humid,Low,Foreign Tourists,No,Low,Medium,Medium
Panchgani,Satara,March,Summer,Yes,Hot,Medium,Families,No,High,Medium,High
Matheran,Raigad,January,Winter,Yes,Pleasant,High,Solo Travelers,No,Medium,High,High
Shani Shingnapur,Ahmednagar,August,Monsoon,No,Rainy,Low,Solo Travelers,No,Low,High,High
Aga Khan Palace,Pune,February,Winter,No,Cool,Medium,Couples,No,High,Low,High
Raigad Fort,Raigad,September,Monsoon,Yes,Rainy,Medium,Families,No,High,Low,Medium
Lonavala,Pune,September,Monsoon,No,Rainy,High,Families,Yes,Low,Low,Low
Panchgani,Satara,March,Summer,No,Warm,Low,Solo Travelers,No,Medium,Low,Medium
Bhimashankar Temple,Pune,January,Winter,Yes,Cool,Medium,Solo Travelers,No,Medium,High,Medium
Gateway of India,Mumbai,August,Monsoon,No,Rainy,Low,Solo Travelers,Yes,Low,Low,High
Trimbakeshwar Temple,Nashik,December,Winter,No,Pleasant,High,Foreign Tourists,No,Low,High,Low
Kaas Plateau,Satara,January,Winter,Yes,Cool,High,Families,Yes,Low,Low,Low
Mahabaleshwar,Satara,October,Post-Monsoon,Yes,Clear,High,Students,No,Medium,Medium,Low
Daulatabad Fort,Aurangabad,June,Monsoon,Yes,Humid,High,Couples,No,Medium,Low,Low
Aga Khan Palace,Pune,August,Monsoon,Yes,Humid,Medium,Couples,No,Medium,Low,Low
Matheran,Raigad,December,Winter,No,Cool,Low,Couples,No,Low,Medium,Medium
Kaas Plateau,Satara,May,Summer,Yes,Humid,Medium,Solo Travelers,No,High,Low,Low
Kaas Plateau,Satara,October,Post-Monsoon,No,Pleasant,Medium,Families,No,Low,Low,Low
Mahabaleshwar,Satara,March,Summer,No,Humid,Low,Couples,No,Medium,High,Low
Gateway of India,Mumbai,February,Winter,Yes,Pleasant,High,Families,Yes,Medium,Low,Low
Daulatabad Fort,Aurangabad,April,Summer,No,Humid,Low,Couples,No,Medium,Low,High
Shani Shingnapur,Ahmednagar,February,Winter,No,Pleasant,Medium,Solo Travelers,No,Low,High,High
Daulatabad Fort,Aurangabad,September,Monsoon,No,Humid,Low,Solo Travelers,No,Low,High,Low
Sindhudurg Fort,Sindhudurg,October,Post-Monsoon,No,Pleasant,Medium,Families,No,Low,Low,Medium
Matheran,Raigad,January,Winter,No,Pleasant,Medium,Solo Travelers,No,Low,High,High
Shirdi,Ahmednagar,October,Post-Monsoon,No,Clear,High,Students,No,Low,High,Low
Panchgani,Satara,September,Monsoon,Yes,Humid,Medium,Families,No,Medium,Low,Medium
Ellora Caves,Aurangabad,October,Post-Monsoon,No,Clear,Medium,Couples,Yes,High,Low,High
Bhimashankar Temple,Pune,September,Monsoon,Yes,Rainy,Medium,Foreign Tourists,No,Medium,High,Low
Khandala,Pune,June,Monsoon,Yes,Humid,High,Students,No,Medium,Low,Medium
Ellora Caves,Aurangabad,October,Post-Monsoon,No,Pleasant,Medium,Foreign Tourists,Yes,Low,Low,Low
Panchgani,Satara,January,Winter,No,Pleasant,Medium,Families,No,Low,High,Medium
Trimbakeshwar Temple,Nashik,March,Summer,No,Humid,Low,Students,No,Medium,High,High
Aga Khan Palace,Pune,October,Post-Monsoon,Yes,Pleasant,High,Couples,Yes,Medium,Low,High
Mahabaleshwar,Satara,July,Monsoon,No,Rainy,High,Couples,No,Low,Low,High
Tarkarli Beach,Sindhudurg,February,Winter,Yes,Cool,High,Foreign Tourists,No,Medium,Low,Low
Tarkarli Beach,Sindhudurg,November,Post-Monsoon,Yes,Clear,High,Couples,Yes,Medium,Low,High
Elephanta Caves,Mumbai,March,Summer,Yes,Humid,Low,Families,Yes,High,Low,High
Lonavala,Pune,May,Summer,No,Humid,Low,Families,No,Medium,Low,High
Shirdi,Ahmednagar,May,Summer,Yes,Humid,Medium,Couples,No,High,High,Low
Daulatabad Fort,Aurangabad,September,Monsoon,Yes,Rainy,Medium,Solo Travelers,No,Medium,Low,Low
Ajanta Caves,Aurangabad,July,Monsoon,No,Rainy,Low,Students,No,Medium,Medium,Medium
Tarkarli Beach,Sindhudurg,March,Summer,No,Humid,Low,Solo Travelers,No,Medium,Low,High
Kaas Plateau,Satara,July,Monsoon,No,Rainy,Low,Foreign Tourists,No,Low,Low,Medium
Kaas Plateau,Satara,May,Summer,No,Humid,Low,Students,No,High,Low,High
Bhimashankar Temple,Pune,June,Monsoon,Yes,Rainy,Medium,Couples,No,Medium,High,High
Panchgani,Satara,November,Post-Monsoon,Yes,Clear,High,Students,No,Medium,Low,Medium
Elephanta Caves,Mumbai,April,Summer,No,Humid,Low,Families,Yes,Medium,Medium,Medium
Bhimashankar Temple,Pune,January,Winter,Yes,Pleasant,Low,Students,No,Medium,High,High
Shirdi,Ahmednagar,July,Monsoon,No,Humid,Low,Couples,No,Low,High,Medium
Panchgani,Satara,January,Winter,No,Pleasant,Medium,Couples,No,Low,Medium,Medium
Elephanta Caves,Mumbai,September,Monsoon,Yes,Rainy,Medium,Students,No,Medium,Low,Low
Tarkarli Beach,Sindhudurg,January,Winter,No,Cool,Low,Students,No,Low,Low,Medium
Elephanta Caves,Mumbai,December,Winter,No,Cool,Low,Families,Yes,Low,Low,Low
Panchgani,Satara,March,Summer,Yes,Warm,High,Couples,No,High,Low,Low
Bhimashankar Temple,Pune,May,Summer,No,Warm,Medium,Families,Yes,Medium,High,High
Lonavala,Pune,September,Monsoon,No,Rainy,High,Couples,Yes,Low,Low,Low
Aga Khan Palace,Pune,July,Monsoon,No,Humid,Low,Couples,No,Low,High,High
Mahabaleshwar,Satara,August,Monsoon,Yes,Humid,High,Families,No,Medium,Low,High
Shani Shingnapur,Ahmednagar,March,Summer,Yes,Warm,Medium,Students,No,High,High,Medium
Lonavala,Pune,December,Winter,No,Cool,Medium,Foreign Tourists,No,Low,Low,Medium
Aga Khan Palace,Pune,March,Summer,No,Warm,High,Families,Yes,Medium,Low,High
Panchgani,Satara,May,Summer,No,Hot,Low,Families,No,Medium,Low,High
Trimbakeshwar Temple,Nashik,April,Summer,Yes,Humid,Medium,Couples,No,High,High,Low
Tarkarli Beach,Sindhudurg,December,Winter,Yes,Pleasant,High,Students,No,Medium,Low,Medium
Gateway of India,Mumbai,January,Winter,Yes,Cool,High,Couples,Yes,Medium,Low,Medium
Ajanta Caves,Aurangabad,November,Post-Monsoon,Yes,Clear,High,Foreign Tourists,Yes,Low,Low,Low
Raigad Fort,Raigad,January,Winter,No,Cool,Medium,Foreign Tourists,No,Low,Low,Low
Sindhudurg Fort,Sindhudurg,June,Monsoon,Yes,Humid,Medium,Couples,No,High,Low,Medium
Aga Khan Palace,Pune,May,Summer,Yes,Humid,Medium,Foreign Tourists,Yes,High,Low,Medium
Mahabaleshwar,Satara,July,Monsoon,Yes,Rainy,High,Couples,No,Medium,Low,Low
Tarkarli Beach,Sindhudurg,April,Summer,No,Humid,Low,Families,No,Medium,Medium,High
Matheran,Raigad,August,Monsoon,No,Humid,Low,Solo Travelers,No,Low,Low,Low
Aga Khan Palace,Pune,March,Summer,Yes,Warm,Medium,Families,Yes,High,Low,Medium
Pratapgad Fort,Satara,November,Post-Monsoon,Yes,Clear,High,Foreign Tourists,No,Medium,Low,High
Mahabaleshwar,Satara,March,Summer,Yes,Hot,Medium,Students,No,High,Low,Low
Shani Shingnapur,Ahmednagar,March,Summer,Yes,Hot,Medium,Solo Travelers,No,High,High,High
Gateway of India,Mumbai,September,Monsoon,Yes,Rainy,Medium,Families,Yes,Medium,Low,High
Sindhudurg Fort,Sindhudurg,March,Summer,Yes,Humid,Low,Solo Travelers,Yes,High,Low,Low
Matheran,Raigad,November,Post-Monsoon,No,Clear,Medium,Families,No,High,Low,Medium
Ellora Caves,Aurangabad,December,Winter,Yes,Cool,High,Solo Travelers,Yes,Medium,Low,Low
Ellora Caves,Aurangabad,August,Monsoon,No,Rainy,Low,Foreign Tourists,No,Low,Low,Medium
Panchgani,Satara,October,Post-Monsoon,No,Pleasant,Medium,Couples,No,Low,High,Medium
Gateway of India,Mumbai,January,Winter,No,Pleasant,Medium,Couples,Yes,Low,Low,High
Elephanta Caves,Mumbai,January,Winter,Yes,Cool,High,Families,Yes,Medium,Low,High
Khandala,Pune,June,Monsoon,No,Rainy,High,Foreign Tourists,No,Low,Low,High
Pratapgad Fort,Satara,September,Monsoon,No,Rainy,Medium,Foreign Tourists,No,Low,Low,Low
Raigad Fort,Raigad,July,Monsoon,No,Humid,Low,Families,No,Low,Medium,Low
Sindhudurg Fort,Sindhudurg,September,Monsoon,No,Rainy,Low,Foreign Tourists,Yes,Low,Low,High
Lonavala,Pune,October,Post-Monsoon,No,Pleasant,Medium,Solo Travelers,No,Low,Medium,High
Trimbakeshwar Temple,Nashik,January,Winter,Yes,Cool,Low,Couples,No,Medium,High,High
Shirdi,Ahmednagar,February,Winter,Yes,Cool,High,Couples,No,Medium,High,Medium
Elephanta Caves,Mumbai,September,Monsoon,No,Rainy,Low,Couples,No,Medium,Low,Medium
Khandala,Pune,October,Post-Monsoon,Yes,Clear,High,Students,No,High,Low,Medium
Mahabaleshwar,Satara,March,Summer,Yes,Humid,Low,Foreign Tourists,No,High,Low,Low
Lonavala,Pune,May,Summer,Yes,Hot,Low,Foreign Tourists,No,High,Low,Medium
Aga Khan Palace,Pune,March,Summer,Yes,Humid,Medium,Families,No,Low,Low,High
Khandala,Pune,April,Summer,No,Hot,Low,Foreign Tourists,No,Medium,Low,Medium
Gateway of India,Mumbai,September,Monsoon,Yes,Humid,Medium,Families,No,Medium,Low,High
Daulatabad Fort,Aurangabad,August,Monsoon,Yes,Rainy,Medium,Couples,Yes,Medium,Low,Low
Lonavala,Pune,January,Winter,No,Cool,Low,Families,No,Low,Low,High
Kaas Plateau,Satara,June,Monsoon,Yes,Humid,Medium,Students,Yes,Medium,Low,Medium
Daulatabad Fort,Aurangabad,December,Winter,Yes,Cool,High,Solo Travelers,No,Medium,Low,High
Raigad Fort,Raigad,January,Winter,Yes,Cool,High,Couples,No,Medium,Low,Medium
Daulatabad Fort,Aurangabad,September,Monsoon,No,Rainy,Low,Solo Travelers,No,Low,Low,Low
Pratapgad Fort,Satara,July,Monsoon,Yes,Humid,Medium,Families,No,Medium,Medium,Medium
Daulatabad Fort,Aurangabad,October,Post-Monsoon,Yes,Pleasant,High,Families,No,Medium,Low,High
Mahabaleshwar,Satara,June,Monsoon,Yes,Rainy,High,Families,No,Medium,Low,Medium
Shirdi,Ahmednagar,April,Summer,No,Hot,Low,Couples,No,Medium,High,Low
Ellora Caves,Aurangabad,July,Monsoon,No,Rainy,Low,Foreign Tourists,No,Low,Low,Medium
Matheran,Raigad,September,Monsoon,Yes,Humid,Medium,Couples,No,Medium,Low,High
Matheran,Raigad,January,Winter,No,Cool,Medium,Couples,No,Low,Low,Medium
Pratapgad Fort,Satara,October,Post-Monsoon,No,Pleasant,Medium,Families,No,Low,Low,Low
Ellora Caves,Aurangabad,September,Monsoon,No,Rainy,Low,Students,No,Low,Medium,High
Daulatabad Fort,Aurangabad,February,Winter,No,Pleasant,Medium,Couples,Yes,Low,High,High
Gateway of India,Mumbai,March,Summer,Yes,Warm,Medium,Families,Yes,High,Low,Low
